,date,sec_name,i_weight,PCT_CHG_PER,INDUSTRY_CSRC12,FA_ROICEBIT_TTM,FA_OCFTOOR_TTM,FA_DEBTTOASSET,FA_NPGR_TTM,FA_ORGR_TTM,TECH_PRICE1Y,PE_TTM,VAL_MVTOEBITDA_TTM,PB_LF,BETA_24M,ANNUALSTDEVR_24M
600201.SH,2018/8/31 0:00,生物股份,0.54,12.19839142,医药制造业,20.1817,33.964,19.0501,12.7642,15.6403,-0.13568781,23.27225494,19.1815,4.240450382,1.227399945,29.57927132
600664.SH,2018/8/31 0:00,哈药股份,0.177,3.743315508,医药制造业,8.4473,-0.3099,45.0799,-40.8868,-12.8704,-0.12196969,23.37686729,9.3005,1.606950998,1.021600008,23.19493103
600329.SH,2018/8/31 0:00,中新药业,0.146,-7.924305145,医药制造业,11.0988,2.8786,32.3969,18.4696,-1.7862,-0.06447734,23.37841606,18.2765,2.590719938,0.983200014,32.83725739
603589.SH,2018/8/31 0:00,口子窖,0.448,9.436769394,酒、饮料和精制茶制造业,30.2364,32.0534,29.7938,46.0764,29.8163,0.02569317,23.38473892,15.6821,5.755163193,1.364300013,37.50271225
600863.SH,2018/8/31 0:00,内蒙华电,0.198,1.357466063,电力、热力生产和供应业,6.8319,27.0379,67.2683,221.4478,35.2097,-0.1583146,23.51334572,2.5752,1.256479144,0.992299974,16.76625252
002426.SZ,2018/8/31 0:00,胜利精密,0.207,-4.776119403,计算机、通信和其他电子设备制造业,5.2193,-2.0025,54.6519,33.8447,25.8888,-0.33298016,23.64709854,8.1796,1.211904407,0.480599999,27.67886543
002563.SZ,2018/8/31 0:00,森马服饰,0.183,5.576559546,纺织服装、服饰业,14.4445,14.2068,23.3261,-11.5332,16.9743,0.09857262,23.71951866,17.2062,2.965257883,0.729600012,36.8434906
002745.SZ,2018/8/31 0:00,木林森,0.206,-10.88435374,计算机、通信和其他电子设备制造业,7.0911,10.4283,71.2325,32.9335,63.447,-0.22763573,23.71952438,8.9957,2.160144091,0.443199992,32.69696045
002424.SZ,2018/8/31 0:00,贵州百灵,0.126,0.108225108,医药制造业,14.8091,4.0253,27.4161,9.6019,10.733,-0.32604551,23.71974564,17.5378,3.656660795,0.983099997,25.53181458
600939.SH,2018/8/31 0:00,重庆建工,0.082,3.262955854,房屋建筑业,4.1741,4.3257,89.0679,65.7841,6.6381,-0.16794573,23.86521721,7.6655,1.451948881,,
600256.SH,2018/8/31 0:00,广汇能源,0.546,14.05895692,石油和天然气开采业,8.4287,29.8856,63.7588,625.8111,129.7948,0.19625162,23.98491478,8.6579,2.35087204,0.656099975,22.76365089
000686.SZ,2018/8/31 0:00,东北证券,0.261,2.960526316,资本市场服务,,71.3952,74.027,-41.6571,0.4987,-0.20322116,24.23390007,,0.961357772,1.159199953,19.19597244
000089.SZ,2018/8/31 0:00,深圳机场,0.254,11.46245059,航空运输业,7.9686,33.8696,15.0727,15.6607,11.4683,0.02377663,24.31672287,12.1138,1.529897451,0.657899976,15.60854912
000027.SZ,2018/8/31 0:00,深圳能源,0.188,3.435114504,电力、热力生产和供应业,5.2852,16.0835,69.153,7.8139,39.2383,-0.0416247,24.33294296,4.1208,1.024358869,0.797900021,13.93954468
002277.SZ,2018/8/31 0:00,友阿股份,0.126,2.137767221,零售业,5.2307,4.8189,53.8645,-33.9967,8.563,-0.17913457,24.60283279,8.3847,1.163407564,1.22510004,25.82487679
000807.SZ,2018/8/31 0:00,云铝股份,0.259,-0.189035917,有色金属冶炼及压延加工,5.1516,12.8837,70.3282,114.8923,21.3396,-0.33746326,24.65605164,5.3112,1.404239416,2.327199936,55.89743805
000636.SZ,2018/8/31 0:00,风华高科,0.357,-2.260981912,计算机、通信和其他电子设备制造业,13.5622,19.5221,24.4298,348.5553,31.1027,0.11390925,24.67808342,13.9959,2.815362215,-0.800199986,48.54037857
600754.SH,2018/8/31 0:00,锦江股份,0.12,10.25752946,住宿业,6.2575,23.8637,65.9864,28.2688,13.3521,-0.21080365,24.87625694,7.5314,1.975746632,1.210199952,32.26395035
601168.SH,2018/8/31 0:00,西部矿业,0.355,0.998336106,有色金属矿采选业,4.2987,6.0967,63.8141,81.7275,-3.7618,-0.157722,25.1199398,6.9555,1.264243603,1.516499996,30.45256996
002390.SZ,2018/8/31 0:00,信邦制药,0.143,-4.794520548,医药制造业,5.4446,-2.704,46.8398,46.618,20.0303,-0.30453813,25.15603828,11.2845,1.43870604,0.660899997,27.67574692
603868.SH,2018/8/31 0:00,飞科电器,0.073,2.876797999,电气机械及器材制造业,52.1409,20.6577,26.0146,14.5163,8.438,-0.16836667,25.15630913,18.3111,9.975481987,0.916400015,31.10659409
600026.SH,2018/8/31 0:00,中远海能,0.171,6.295399516,水上运输业,3.023,20.2755,53.7753,-16.527,3.6373,-0.16682234,25.32242393,4.6768,0.64135766,1.343999982,20.05056572
002022.SZ,2018/8/31 0:00,科华生物,0.141,-0.354295837,医药制造业,13.2333,6.7888,19.3482,11.5442,24.6916,-0.17692954,25.36063766,15.9359,2.731684685,0.864199996,23.21537018
002249.SZ,2018/8/31 0:00,大洋电机,0.154,-0.724637681,电气机械及器材制造业,4.5821,5.7144,43.8887,-15.5875,14.1059,-0.30713968,25.40270424,9.8283,1.102039695,0.810199976,28.13508606
002332.SZ,2018/8/31 0:00,仙琚制药,0.143,-2.808988764,医药制造业,9.0228,5.7641,55.2389,62.8185,29.7432,-0.18904591,25.4867115,11.7426,2.618601799,0.571500003,26.68154907
600317.SH,2018/8/31 0:00,营口港,0.136,5.063291139,水上运输业,7.0535,36.8422,26.5391,21.9505,8.8923,-0.14950573,25.4975071,9.2393,1.465923667,1.186400056,18.79483032
603568.SH,2018/8/31 0:00,伟明环保,0.109,-8.510638298,生态保护和环境治理业,23.8563,49.3635,42.3257,55.5506,60.7503,0.03541692,25.59662056,18.9529,6.401741982,-0.003,21.30734253
000990.SZ,2018/8/31 0:00,诚志股份,0.108,6.930693069,化学原料及化学制品制造业,5.0319,27.7371,22.8678,30.2838,38.9746,-0.01844294,25.62352562,13.0236,1.180680156,0.683200002,20.16557503
000997.SZ,2018/8/31 0:00,新大陆,0.301,2.353780314,软件和信息技术服务业,10.6186,3.5268,55.8895,-13.6927,9.4633,-0.1994206,25.74496651,20.0341,2.885069847,0.680100024,28.77352142
000062.SZ,2018/8/31 0:00,深圳华强,0.126,8.193277311,批发业,11.7269,1.6041,53.1878,24.3376,58.0659,-0.04900491,25.78240776,13.9784,3.439222813,0.861699998,40.12434387
002707.SZ,2018/8/31 0:00,众信旅游,0.139,-1.985981308,商务服务业,11.8641,-0.9551,57.6129,13.8669,19.4627,-0.23191009,25.84374619,14.1679,3.052021027,1.169199944,31.03107643
600298.SH,2018/8/31 0:00,安琪酵母,0.408,10.38765525,食品制造业,16.1111,15.4381,50.3023,29.6385,14.8283,-0.08732365,26.01577187,15.8615,6.073728561,0.759000003,29.30352783
002127.SZ,2018/8/31 0:00,南极电商,0.289,-3.698811096,商务服务业,22.434,27.7315,20.6776,92.1264,220.6577,-0.20234509,26.07897758,22.9549,5.572514057,0.660099983,36.14651489
002359.SZ,2018/8/31 0:00,北讯集团,0.307,-9.151414309,电信、广播电视和卫星传输服务,6.3821,18.5597,61.5283,1090.4782,170.9011,-0.51175642,26.201334,9.6175,1.869821191,-0.884299994,45.04129028
600885.SH,2018/8/31 0:00,宏发股份,0.276,16.11111111,电气机械及器材制造业,19.6537,9.5615,33.8081,0.1387,12.4152,-0.18650321,26.39584923,11.3298,4.176836967,0.086999997,33.02536011
600993.SH,2018/8/31 0:00,马应龙,0.138,2.406417112,批发业,11.7488,9.0731,18.8373,-6.9994,5.3799,-0.17533188,26.59131241,20.1212,3.005443096,1.185299993,23.3366127
601127.SH,2018/8/31 0:00,小康股份,0.094,-0.594177065,汽车制造业,8.4805,6.5411,75.9442,12.7837,11.9855,-0.11751502,26.63484001,7.0024,3.185423136,1.10010004,26.81734276
300133.SZ,2018/8/31 0:00,华策影视,0.198,1.557632399,广播、电视、电影和影视录音制作业,8.7236,19.6789,43.4417,35.3663,22.2372,-0.08723223,26.74198341,20.6026,2.443740129,0.526300013,25.86610031
600125.SH,2018/8/31 0:00,铁龙物流,0.235,5.818181818,铁路运输业,9.0285,4.679,39.6032,41.498,66.4583,-0.06981685,26.83640289,13.3495,2.095968246,1.747499943,42.91537094
600258.SH,2018/8/31 0:00,首旅酒店,0.274,12.83632287,住宿业,10.92,23.868,52.1717,46.4433,3.0257,-0.15608547,26.98839188,9.0707,2.584608555,1.312899947,35.86730957
002815.SZ,2018/8/31 0:00,崇达技术,0.137,-2.415181139,计算机、通信和其他电子设备制造业,16.7301,21.1389,46.6677,31.8933,27.7846,0.05458538,27.00865936,16.5248,5.442708015,,
300266.SZ,2018/8/31 0:00,兴源环境,0.095,0.251889169,生态保护和环境治理业,5.9919,-16.9684,62.1784,-27.1189,7.2591,-0.68643663,27.18885803,14.4272,1.610366106,0.419800013,57.65061951
002434.SZ,2018/8/31 0:00,万里扬,0.164,3.699897225,汽车制造业,7.9213,7.3562,35.1992,-16.0869,-8.0645,0.06013855,27.20814323,13.9641,2.22008729,-0.073200002,25.18782997
600635.SH,2018/8/31 0:00,大众公用,0.208,2.222222222,燃气生产和供应业,5.7824,2.6102,58.3636,-20.6259,10.5326,-0.14626177,27.33573914,9.2055,1.537617326,0.896499991,25.26542473
000158.SZ,2018/8/31 0:00,常山北明,0.108,-1.95035461,纺织业,5.2846,4.9707,52.5711,-20.078,-0.146,-0.28446868,27.37822342,12.6386,1.534799099,1.012599945,37.92533112
600578.SH,2018/8/31 0:00,京能电力,0.127,3.870967742,电力、热力生产和供应业,3.0641,18.0553,57.4609,-40.6261,2.5266,-0.06972897,27.89482307,6.1334,0.972834289,1.01820004,17.69428444
603025.SH,2018/8/31 0:00,大豪科技,0.043,0.353857042,计算机、通信和其他电子设备制造业,31.6289,19.8101,10.5451,57.9344,48.0698,-0.0334993,28.06066704,23.3603,7.703632832,1.315000057,31.05844307
002223.SZ,2018/8/31 0:00,鱼跃医疗,0.346,0.977729495,专用设备制造业,14.619,9.5797,20.6119,21.1883,27.3355,-0.10044336,28.07283783,20.5204,3.578335762,0.928799987,31.21709824
300244.SZ,2018/8/31 0:00,迪安诊断,0.152,4.032697548,卫生,13.3877,0.5475,61.3897,25.6581,24.9243,-0.15596218,28.23282814,10.2911,4.226536751,0.754199982,33.22211838
000596.SZ,2018/8/31 0:00,古井贡酒,0.275,11.49547632,酒、饮料和精制茶制造业,29.1697,14.5335,35.7051,55.0683,21.6651,0.16409667,28.28013229,18.5478,6.203576565,1.438199997,42.10061264
300199.SZ,2018/8/31 0:00,翰宇药业,0.158,2.844444444,医药制造业,8.1331,22.7037,30.1626,11.0576,42.7716,-0.22546382,28.32064056,21.0869,2.815042019,0.798699975,32.41290665
603077.SH,2018/8/31 0:00,和邦生物,0.285,-1.714285714,化学原料及化学制品制造业,5.6374,17.8642,13.1296,11.3098,39.2007,-0.1256979,28.37201691,12.4012,1.370568633,0.154699996,14.83778667
000987.SZ,2018/8/31 0:00,越秀金控,0.058,5.255474453,资本市场服务,,-53.795,77.9631,-22.3685,137.2402,-0.23028487,28.45732498,,1.245652318,0.973100007,24.7132473
002358.SZ,2018/8/31 0:00,森源电气,0.202,2.890571232,电气机械及器材制造业,7.7959,-18.2536,42.9026,22.8375,20.8265,-0.05032011,28.46311951,20.1017,2.779846668,0.829100013,30.88315964
002155.SZ,2018/8/31 0:00,湖南黄金,0.164,0.609756098,有色金属矿采选业,6.1983,3.4116,28.8001,14.9318,52.474,-0.21750883,28.57695007,12.7591,1.686769724,1.232499957,24.96300888
000766.SZ,2018/8/31 0:00,通化金马,0.091,-8.522727273,医药制造业,6.6526,11.4549,22.9655,11.0208,67.7469,-0.24913495,28.57769012,18.4404,1.721357465,0.928900003,27.52644348
603515.SH,2018/8/31 0:00,欧普照明,0.13,8.733944954,电气机械及器材制造业,22.2707,10.4991,42.7635,33.4342,19.5461,-0.1417072,28.7103138,21.3215,6.326929569,1.814900041,38.5270462
002212.SZ,2018/8/31 0:00,南洋股份,0.149,0.268096515,电气机械及器材制造业,6.1654,4.22,17.0076,3009.2535,73.6795,-0.28509636,28.78593445,19.7867,1.616745472,1.350000024,35.80807114
603056.SH,2018/8/31 0:00,德邦股份,0.074,6.147934678,邮政业,17.7845,10.9511,55.1322,93.5082,25.1538,-0.0703002,28.85702896,12.0424,5.843038082,,
600777.SH,2018/8/31 0:00,新潮能源,0.138,9.459459459,综合,4.2785,72.3555,39.502,596.4731,1315.5989,-0.20985589,29.14596176,9.2168,1.182052135,0.925800025,25.04580116
000829.SZ,2018/8/31 0:00,天音控股,0.134,-12.5,批发业,4.767,-1.2586,78.4434,-35.7714,20.8917,-0.25248026,29.28339958,10.6666,2.532202482,0.707099974,23.49977303
002340.SZ,2018/8/31 0:00,格林美,0.45,-0.747663551,废弃资源综合利用业,7.6441,4.0989,64.737,102.4605,52.6819,-0.21493036,29.43964958,10.394,2.28877449,1.228600025,42.89250565
600875.SH,2018/8/31 0:00,东方电气,0.239,5.135135135,通用设备制造业,0.5778,7.2216,67.2816,179.4476,9.1339,-0.1570666,29.67634964,18.5219,0.880146801,1.244099975,21.30387878
603228.SH,2018/8/31 0:00,景旺电子,0.141,-2.263599854,计算机、通信和其他电子设备制造业,22.7165,16.0402,33.6578,20.7266,19.7463,0.03888272,29.72085762,21.2318,6.306893349,,
603355.SH,2018/8/31 0:00,莱克电气,0.065,-0.738150738,电气机械及器材制造业,8.8911,8.4536,28.8655,-31.7201,17.1885,-0.2917893,29.72711182,23.4304,3.043143749,-0.0125,36.80573273
603888.SH,2018/8/31 0:00,新华网,0.099,3.515379787,互联网和相关服务,9.7274,9.6206,24.3579,0.2986,10.0409,-0.23551335,29.76682854,26.7309,3.144251823,,
600895.SH,2018/8/31 0:00,张江高科,0.235,2.034587996,综合,5.128,13.6236,54.1123,-30.0658,-14.6288,-0.24283314,30.0926857,18.3266,1.784532785,1.06219995,20.55667114
002299.SZ,2018/8/31 0:00,圣农发展,0.257,-12.26203807,畜牧业,8.5933,19.3063,47.0058,48.1949,24.6878,0.02642101,30.72101784,10.7467,2.950330734,0.477699995,33.929142
002384.SZ,2018/8/31 0:00,东山精密,0.317,-17.36604261,计算机、通信和其他电子设备制造业,5.8094,8.165,68.0257,458.1342,36.2335,-0.27687412,30.83461761,11.748,2.57974267,0.0053,26.71515083
300115.SZ,2018/8/31 0:00,长盈精密,0.169,3.14033366,计算机、通信和其他电子设备制造业,5.5224,7.7212,53.1955,-60.7567,17.4328,-0.43719879,30.90753555,8.3941,2.149782419,0.461400002,32.83621979
300166.SZ,2018/8/31 0:00,东方国信,0.274,3.843008994,软件和信息技术服务业,10.1771,5.238,8.0373,19.7266,11.7536,-0.10146511,30.96686935,24.1761,2.924986362,-0.0176,36.96923828
300146.SZ,2018/8/31 0:00,汤臣倍健,0.525,1.450053706,食品制造业,18.3258,28.5593,12.382,12.0422,48.0656,0.21099211,31.22903442,25.6786,5.178520203,0.689100027,22.47370529
300315.SZ,2018/8/31 0:00,掌趣科技,0.331,1.904761905,互联网和相关服务,3.9918,44.8573,13.4861,9.5803,20.7526,-0.23940062,31.2945118,23.2064,1.332646251,1.148200035,29.99219131
002600.SZ,2018/8/31 0:00,领益智造,0.116,1.916932907,计算机、通信和其他电子设备制造业,6.7174,8.3042,53.2797,104.6528,19.0845,-0.52719298,31.37366676,13.9563,2.137510777,1.197399974,58.90600967
002544.SZ,2018/8/31 0:00,杰赛科技,0.127,-0.809716599,软件和信息技术服务业,8.7657,-2.8101,64.8385,113.4728,134.1619,-0.21371848,31.85028076,15.9768,3.354240417,0.209299996,34.97114563
300055.SZ,2018/8/31 0:00,万邦达,0.181,-3.564154786,土木工程建筑业,3.4365,26.7706,22.4673,-21.8512,-15.6134,-0.40441649,31.94692993,26.6305,1.392681718,0.697399974,28.87259483
002308.SZ,2018/8/31 0:00,威创股份,0.119,-2.878787879,计算机、通信和其他电子设备制造业,5.2479,19.2485,17.5197,-11.6171,10.3552,-0.37290895,32.02437592,23.3756,1.651929259,1.502400041,38.37843704
603377.SH,2018/8/31 0:00,东方时尚,0.074,-4.098360656,教育,13.6384,36.3998,41.2136,-9.7189,-3.1222,-0.42968045,32.04248428,16.1137,4.45633316,0.848800004,34.77854156
002663.SZ,2018/8/31 0:00,普邦股份,0.089,1.060070671,土木工程建筑业,3.977,8.4903,42.338,11.1319,13.4975,-0.33569586,32.56800842,16.0788,0.993620038,0.832899988,20.32492256
000975.SZ,2018/8/31 0:00,银泰资源,0.253,3.539823009,有色金属矿采选业,9.0391,34.1916,13.145,89.306,262.9788,-0.17227582,32.89213943,14.5737,1.991532326,1.113199949,25.44763756
600640.SH,2018/8/31 0:00,号百控股,0.092,-6.079295154,互联网和相关服务,5.9524,11.2649,21.1108,84.6721,25.8249,-0.1929351,33.01049805,17.632,1.950577259,0.587599993,23.06156349
600917.SH,2018/8/31 0:00,重庆燃气,0.04,3.877005348,燃气生产和供应业,10.6512,10.4792,51.1249,7.1415,6.798,-0.05547179,33.01183701,18.4121,3.198153019,0.610800028,35.89190292
002038.SZ,2018/8/31 0:00,双鹭药业,0.433,-7.061236449,医药制造业,17.3337,21.8072,6.1182,51.9079,75.0392,-0.0921173,33.37237167,27.6123,5.080889702,0.597299993,40.60689163
601179.SH,2018/8/31 0:00,中国西电,0.212,7.96460177,电气机械及器材制造业,3.0944,-18.2645,38.0961,-58.5047,-6.1372,-0.11064731,33.57472992,12.6057,0.970497429,1.30369997,21.83873558
600600.SH,2018/8/31 0:00,青岛啤酒,0.362,6.540084388,酒、饮料和精制茶制造业,7.6582,10.2502,45.9148,23.6819,-0.2079,-0.09814218,33.70843506,16.2372,2.671119928,1.254799962,39.9327774
600839.SH,2018/8/31 0:00,四川长虹,0.306,0.37037037,计算机、通信和其他电子设备制造业,2.6724,2.705,68.2874,-29.9569,17.5063,-0.15050038,33.74664307,6.7771,0.9624421,0.991699994,19.38788414
600161.SH,2018/8/31 0:00,天坛生物,0.245,2.936288089,医药制造业,21.8299,22.6025,13.2739,-48.4436,-5.4664,-0.10536467,34.07505798,19.8241,5.135295868,0.408399999,27.02103233
600428.SH,2018/8/31 0:00,中远海特,0.09,4.069767442,水上运输业,3.1737,16.5903,55.4011,88.8035,3.7942,-0.26795131,34.20778275,5.2973,0.805270851,1.986299992,31.13049507
600645.SH,2018/8/31 0:00,中源协和,0.194,-1.040582726,研究和试验发展,15.1909,9.2183,41.6996,511.4418,0.3788,-0.13053739,34.40112686,22.0183,2.8529706,0.244599998,37.67106628
300324.SZ,2018/8/31 0:00,旋极信息,0.303,0,软件和信息技术服务业,11.6067,2.367,29.9395,-4.7555,39.5575,,34.45049286,22.3591,3.218672514,-0.188700005,26.68120384
002373.SZ,2018/8/31 0:00,千方科技,0.273,-3.697617091,软件和信息技术服务业,8.0408,-2.402,32.3801,44.3689,88.5748,-0.15322754,34.73466873,22.6696,2.291300774,0.230599999,27.38476181
002407.SZ,2018/8/31 0:00,多氟多,0.209,1.557093426,化学原料及化学制品制造业,7.3965,-4.6388,56.352,-19.9653,25.2503,-0.33742695,34.87849045,11.7008,2.309886932,1.122599959,36.68933868
002129.SZ,2018/8/31 0:00,中环股份,0.378,3.918918919,电气机械及器材制造业,5.0888,9.5892,55.6417,54.3891,61.4189,-0.17328948,35.08035278,8.6514,1.743427277,0.047800001,32.70181274
600879.SH,2018/8/31 0:00,航天电子,0.437,2.049780381,专用设备制造业,4.7336,-2.0291,50.137,-8.6682,-9.1147,-0.08519139,35.11195755,15.5052,1.628596544,0.759199977,25.36692238
601777.SH,2018/8/31 0:00,力帆股份,0.092,1.518438178,汽车制造业,3.1562,-1.3064,75.0222,344.8045,0.0972,-0.26543528,35.11401749,4.9536,0.819535196,0.641300023,17.9017849
600503.SH,2018/8/31 0:00,华丽家族,0.175,-1.028277635,房地产业,5.7923,-0.8343,43.1689,71.5478,30.588,-0.29660837,35.5580368,18.6974,1.692116618,1.036499977,29.72614861
002439.SZ,2018/8/31 0:00,启明星辰,0.296,1.122994652,互联网和相关服务,16.1882,14.0388,21.8683,83.6291,13.9,-0.15309473,35.67166138,27.3156,5.49846077,0.690199971,27.83128548
000066.SZ,2018/8/31 0:00,中国长城,0.346,2.304147465,计算机、通信和其他电子设备制造业,8.4108,1.7195,50.6586,13.5508,-78.2725,-0.10075231,35.78718185,19.3795,3.232649326,0.900200009,41.49647141
600673.SH,2018/8/31 0:00,东阳光科,0.356,8.516129032,金属制品业,10.6722,8.5698,63.3077,203.7975,38.6717,-0.03507378,36.20602798,15.8866,3.167882442,0.072899997,30.98188591
000878.SZ,2018/8/31 0:00,云南铜业,0.237,4.21286031,有色金属冶炼及压延加工,5.3709,-3.2316,73.3063,56.1466,-33.5173,-0.19298296,36.86277008,6.0699,2.122198105,1.882099986,40.68760681
002690.SZ,2018/8/31 0:00,美亚光电,0.174,-1.015697138,专用设备制造业,21.3351,36.8681,14.0814,18.1494,16.2505,0.08838587,36.91348267,31.5355,7.142386913,-0.584399998,22.7376709
600291.SH,2018/8/31 0:00,西水股份,0.246,-0.245499182,保险业,,-444.079,79.7091,-86.6814,-15.2931,-0.37012816,37.10473633,,1.04907155,1.588500023,63.76337051
000970.SZ,2018/8/31 0:00,中科三环,0.221,3.658536585,计算机、通信和其他电子设备制造业,8.5278,3.3388,15.9427,-22.2424,12.1097,-0.29963078,37.50600052,18.5027,2.096969843,1.111700058,34.38571167
002131.SZ,2018/8/31 0:00,利欧股份,0.203,-4.639175258,互联网和相关服务,3.8631,-5.946,50.1423,-55.3936,42.6618,-0.27951079,37.72158432,15.9457,1.245640278,0.466500014,19.31201935
000547.SZ,2018/8/31 0:00,航天发展,0.251,2.600472813,计算机、通信和其他电子设备制造业,6.706,1.7113,23.4679,18.8372,12.1922,-0.06750675,37.82381821,24.1174,2.237783909,0.592700005,28.8213253
000860.SZ,2018/8/31 0:00,顺鑫农业,0.514,4.187020237,酒、饮料和精制茶制造业,7.7718,26.7643,59.0641,54.2045,8.1953,0.62925105,37.85655212,19.2812,3.423441648,0.300500005,38.24922562
600292.SH,2018/8/31 0:00,远达环保,0.068,0.53285968,生态保护和环境治理业,3.6145,-2.3418,41.642,-15.3037,9.2723,-0.25674797,37.8781395,7.1101,0.907466352,0.598800004,17.01635933
600655.SH,2018/8/31 0:00,豫园股份,0.25,3.50631136,零售业,5.877,1.2185,56.9011,6.988,11.0622,-0.22966659,38.42906189,19.8775,0.817800939,0.967400014,21.05584908
000563.SZ,2018/8/31 0:00,陕国投A,0.173,1.438848921,其他金融业,,93.5655,18.8437,-42.2126,17.3486,-0.27151982,38.70550919,,1.089773297,0.801599979,28.52410507
600967.SH,2018/8/31 0:00,内蒙一机,0.335,0.351864884,铁路、船舶、航空航天和其他运输设备制造业,5.6119,25.7808,54.6926,-14.9969,-11.1175,0.11944588,39.0022583,40.4184,2.934826374,-0.0057,28.73472214
600418.SH,2018/8/31 0:00,江淮汽车,0.197,6.58436214,汽车制造业,0.0135,-11.3605,68.5942,-102.8055,-7.5306,-0.33527574,39.12530899,4.9218,0.710804522,0.378699988,29.94473267
600575.SH,2018/8/31 0:00,皖江物流,0.191,5.900621118,水上运输业,5.9453,14.5553,39.2096,-15.1625,16.6067,-0.09673269,39.20886612,7.4454,1.546827435,0.949100018,30.35488319
002463.SZ,2018/8/31 0:00,沪电股份,0.225,7.740916272,计算机、通信和其他电子设备制造业,9.4009,8.8577,41.6226,46.2545,21.1075,0.40465354,39.46350861,16.886,3.251216412,-0.376599997,38.83223343
603899.SH,2018/8/31 0:00,晨光文具,0.252,4.096709201,文教、工美、体育和娱乐用品制造业,28.4255,9.4682,33.671,39.3036,39.6711,0.14226312,39.63155365,28.0335,9.574892998,0.178800002,22.60291672
002699.SZ,2018/8/31 0:00,美盛文化,0.173,-39.59156785,文化艺术业,6.1381,14.1153,21.6293,-13.6449,15.6695,-0.46072945,39.73255157,27.5036,2.318651438,0.699199975,32.18496704
000519.SZ,2018/8/31 0:00,中兵红箭,0.162,0.383141762,专用设备制造业,3.9999,19.5225,21.9573,158.2896,9.9485,-0.11177609,39.74995422,13.816,1.43399322,-0.365399987,35.56419754
002028.SZ,2018/8/31 0:00,思源电气,0.236,-26.7251462,电气机械及器材制造业,5.5221,6.1473,33.5846,-34.7513,-4.5258,-0.23399543,39.87109756,27.664,2.159442186,-0.0197,27.63764191
600315.SH,2018/8/31 0:00,上海家化,0.301,-0.136986301,化学原料及化学制品制造业,9.5666,11.5778,45.4874,718.5703,52.8637,-0.20096149,39.94261932,23.1031,3.487268448,0.789600015,30.08814812
600481.SH,2018/8/31 0:00,双良节能,0.082,3.058103976,电气机械及器材制造业,7.2266,23.4065,46.1484,30.2971,2.7347,-0.12097171,40.31468964,22.7736,2.699214935,0.839299977,30.9368515
002093.SZ,2018/8/31 0:00,国脉科技,0.114,3.278688525,软件和信息技术服务业,6.1757,5.1713,34.5104,57.849,10.2686,-0.14095369,40.62727737,26.5505,2.420993567,0.283399999,26.96352768
603659.SH,2018/8/31 0:00,璞泰来,0.092,9.423378954,电气机械及器材制造业,17.3433,-1.1999,45.1045,15.5332,34.7926,-0.08842035,41.20618057,30.7884,8.214565277,,
300383.SZ,2018/8/31 0:00,光环新网,0.443,0.069589422,软件和信息技术服务业,8.8244,6.0791,35.2383,35.4504,53.9365,,41.47764587,21.1902,2.954380512,0.323100001,41.51691055
002179.SZ,2018/8/31 0:00,中航光电,0.497,5.901872482,计算机、通信和其他电子设备制造业,12.5391,3.0302,47.8973,5.8687,17.4937,0.13788868,41.6212616,29.4494,6.698338985,0.079899997,24.16280174
600392.SH,2018/8/31 0:00,盛和资源,0.317,-3.285420945,有色金属冶炼及压延加工,8.0079,5.078,39.8485,193.373,98.5446,-0.24008466,41.70740509,23.6275,3.228383303,0.699500024,51.86452866
002368.SZ,2018/8/31 0:00,太极股份,0.253,-5.751797437,软件和信息技术服务业,8.85,6.8128,66.4262,-3.7503,5.405,0.08495911,42.81312943,27.5224,4.906003475,-0.435400009,32.10806656
000661.SZ,2018/8/31 0:00,长春高新,0.954,-0.37414966,医药制造业,31.3873,15.4098,29.8194,62.5885,62.9891,0.22207879,43.05091858,24.0134,8.241570473,-0.168400005,24.99383926
300058.SZ,2018/8/31 0:00,蓝色光标,0.205,-8.061420345,商务服务业,5.4078,0.4202,62.199,-60.4229,40.5714,-0.25970398,44.13381958,14.1614,1.726159573,1.024399996,32.87467194
000930.SZ,2018/8/31 0:00,中粮生化,0.274,-1.425438596,化学原料及化学制品制造业,6.8525,9.0238,64.9326,-34.9436,15.4258,,44.15581131,16.7487,4.350640774,0.519800007,29.23493958
603883.SH,2018/8/31 0:00,老百姓,0.166,0.873786408,零售业,11.8066,6.6274,57.765,18.1849,25.1442,-0.03806395,44.32605743,22.5593,6.27085638,-0.230100006,28.06580544
300308.SZ,2018/8/31 0:00,中际旭创,0.133,1.792691335,计算机、通信和其他电子设备制造业,9.9833,4.9442,46.4574,5352.6334,3412.9555,-0.23922359,44.38928604,26.7964,4.784977913,1.572100043,80.64012909
300273.SZ,2018/8/31 0:00,和佳股份,0.098,1.559792028,专用设备制造业,5.8894,-84.0054,56.9189,129.7791,40.8838,-0.30108192,44.43603516,16.4737,1.88585484,0.514400005,29.75074387
002013.SZ,2018/8/31 0:00,中航机电,0.346,-0.586166471,铁路、船舶、航空航天和其他运输设备制造业,8.1501,16.404,58.6581,17.7488,16.5776,0.12873003,44.47493744,17.9548,3.629108906,0.047499999,24.37272644
300001.SZ,2018/8/31 0:00,特锐德,0.185,9.35192781,电气机械及器材制造业,6.839,18.8897,73.4625,47.347,-19.9221,-0.01330337,44.49309921,16.4979,4.361318111,0.974300027,29.78642464
